Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date
ORD1318283,CUS7739,B2B,Selters,Water,0.79,10,0.05,7.5,Sachsen,2023-11-29
ORD508178,CUS2531,B2C,Riesling,Alcoholic Beverages,4.19,5,0.0,20.95,Saarland,2022-10-01
ORD1322787,CUS6563,B2B,Vittel,Water,0.87,58,0.1,45.41,Rheinland-Pfalz,2021-03-02
ORD652559,CUS4484,B2B,Cranberry Juice,Juices,2.89,24,0.05,65.89,Rheinland-Pfalz,2023-02-14
ORD665521,CUS6791,B2C,Apollinaris,Water,0.96,6,0.0,5.76,Thüringen,2022-06-03
ORD978320,CUS5885,B2B,Rauch Multivitamin,Juices,1.85,18,0.1,29.97,Brandenburg,2022-08-01
ORD1186703,CUS3829,B2C,Evian,Water,1.26,12,0.0,15.12,Hamburg,2022-12-14
ORD333065,CUS8350,B2C,Passion Fruit Juice,Juices,2.93,5,0.0,14.65,Nordrhein-Westfalen,2021-09-23
ORD379654,CUS6094,B2C,Hohes C Orange,Juices,1.75,14,0.0,24.5,Brandenburg,2021-01-07
ORD502759,CUS7420,B2C,Tomato Juice,Juices,3.33,7,0.0,23.31,Nordrhein-Westfalen,2022-09-28
ORD1324298,CUS4334,B2C,Vittel,Water,0.65,1,0.0,0.65,Brandenburg,2023-06-24
ORD800542,CUS671,B2C,Mezzo Mix,Soft Drinks,0.59,10,0.0,5.9,Rheinland-Pfalz,2021-08-21
ORD2464459,CUS9399,B2B,Krombacher,Alcoholic Beverages,1.37,98,0.1,120.83,Bremen,2021-07-06
ORD2397601,CUS3281,B2C,Monster,Soft Drinks,3.21,9,0.0,28.89,Rheinland-Pfalz,2022-12-18
ORD1698903,CUS6397,B2B,Sauvignon Blanc,Alcoholic Beverages,8.57,51,0.05,415.22,Thüringen,2022-03-27
ORD627645,CUS5184,B2B,Volvic Touch,Water,1.17,28,0.1,29.48,Berlin,2023-08-19
ORD1677869,CUS2708,B2C,Tomato Juice,Juices,3.23,10,0.0,32.3,Brandenburg,2021-02-16
ORD2228363,CUS3874,B2B,Mango Juice,Juices,3.26,60,0.05,185.82,Nordrhein-Westfalen,2023-04-14
ORD2093578,CUS5448,B2B,Red Bull,Soft Drinks,2.62,10,0.05,24.89,Brandenburg,2022-09-10
ORD1273794,CUS6224,B2C,San Pellegrino,Water,0.91,10,0.0,9.1,Schleswig-Holstein,2023-06-27
ORD1959893,CUS6642,B2C,Mango Juice,Juices,3.31,12,0.0,39.72,Niedersachsen,2023-09-15
ORD240294,CUS9711,B2B,Red Bull,Soft Drinks,1.87,51,0.05,90.6,Mecklenburg-Vorpommern,2022-04-02
ORD1138249,CUS3232,B2C,Evian,Water,1.31,7,0.0,9.17,Schleswig-Holstein,2023-04-07
ORD1602625,CUS9103,B2C,Schwip Schwap,Soft Drinks,1.2,15,0.0,18.0,Mecklenburg-Vorpommern,2021-02-16
ORD1498175,CUS6820,B2B,Mezzo Mix,Soft Drinks,1.26,25,0.05,29.92,Bremen,2023-10-25
ORD2837173,CUS8781,B2C,Jever,Alcoholic Beverages,1.88,12,0.0,22.56,Mecklenburg-Vorpommern,2021-10-08
ORD137274,CUS6647,B2C,Rockstar,Soft Drinks,2.21,13,0.0,28.73,Hessen,2021-09-20
ORD635823,CUS1424,B2B,Johnnie Walker,Alcoholic Beverages,38.11,44,0.15,1425.31,Schleswig-Holstein,2022-02-17
ORD1479416,CUS3414,B2B,Mango Juice,Juices,3.4,36,0.05,116.28,Thüringen,2021-02-20
ORD1216767,CUS1050,B2C,Apollinaris,Water,0.96,13,0.0,12.48,Mecklenburg-Vorpommern,2022-08-03
ORD930071,CUS7613,B2C,Apollinaris,Water,0.93,10,0.0,9.3,Brandenburg,2021-02-01
ORD2049680,CUS1812,B2B,Rauch Multivitamin,Juices,4.29,97,0.15,353.71,Berlin,2023-07-23
ORD2212063,CUS6318,B2C,Kölsch,Alcoholic Beverages,0.96,8,0.0,7.68,Thüringen,2022-12-14
ORD1433616,CUS8660,B2C,Fritz-Kola,Soft Drinks,2.05,2,0.0,4.1,Sachsen,2022-02-04
ORD378213,CUS3600,B2B,Tomato Juice,Juices,1.62,13,0.05,20.01,Rheinland-Pfalz,2021-08-05
ORD2490348,CUS3384,B2C,Club Mate,Soft Drinks,2.13,12,0.0,25.56,Rheinland-Pfalz,2021-12-22
ORD1607219,CUS9655,B2C,Selters,Water,0.46,9,0.0,4.14,Brandenburg,2021-02-08
ORD2364657,CUS4974,B2B,Warsteiner,Alcoholic Beverages,1.21,77,0.1,83.85,Bayern,2022-03-21
ORD1673816,CUS5104,B2C,Hohes C Orange,Juices,1.75,5,0.0,8.75,Rheinland-Pfalz,2021-05-21
ORD1537186,CUS4249,B2C,Granini Apple,Juices,1.59,14,0.0,22.26,Niedersachsen,2021-05-20
ORD1395074,CUS5870,B2C,Havana Club,Alcoholic Beverages,13.35,15,0.0,200.25,Schleswig-Holstein,2023-07-14
ORD308629,CUS737,B2B,Jever,Alcoholic Beverages,1.86,85,0.1,142.29,Nordrhein-Westfalen,2021-08-31
ORD2761129,CUS1242,B2B,Volvic Touch,Water,1.76,66,0.15,98.74,Sachsen,2021-07-16
ORD2233070,CUS4244,B2B,Rauch Multivitamin,Juices,2.77,30,0.05,78.94,Schleswig-Holstein,2021-07-18
ORD943451,CUS9813,B2B,Hohes C Orange,Juices,2.01,42,0.05,80.2,Schleswig-Holstein,2022-11-28
ORD850005,CUS1365,B2C,Tomato Juice,Juices,3.43,6,0.0,20.58,Bayern,2023-08-04
ORD123396,CUS5731,B2C,Vio Wasser,Water,1.71,15,0.0,25.65,Saarland,2023-02-01
ORD1369873,CUS8282,B2B,Cranberry Juice,Juices,3.01,53,0.05,151.55,Brandenburg,2021-08-10
ORD303878,CUS5548,B2B,Mountain Dew,Soft Drinks,1.2,94,0.1,101.52,Sachsen,2022-10-05
ORD1599809,CUS710,B2C,Mountain Dew,Soft Drinks,0.93,8,0.0,7.44,Rheinland-Pfalz,2021-03-14
ORD1470175,CUS3348,B2B,Evian,Water,1.4,97,0.15,115.43,Sachsen,2023-11-14
ORD1991669,CUS6595,B2B,Rauch Multivitamin,Juices,2.98,79,0.1,211.88,Nordrhein-Westfalen,2023-02-25
ORD1467615,CUS1435,B2C,Apollinaris,Water,0.96,7,0.0,6.72,Rheinland-Pfalz,2022-02-13
ORD1725491,CUS6491,B2C,Granini Apple,Juices,1.64,9,0.0,14.76,Bayern,2022-01-25
ORD1171051,CUS1589,B2C,Granini Apple,Juices,1.59,4,0.0,6.36,Berlin,2021-11-07
ORD590808,CUS8777,B2B,Selters,Water,1.06,27,0.1,25.76,Bremen,2022-04-13
ORD1001709,CUS8398,B2B,Riesling,Alcoholic Beverages,5.76,7,0.05,38.3,Bremen,2023-01-26
ORD643586,CUS6540,B2B,Vittel,Water,0.49,57,0.05,26.53,Bremen,2023-11-20
ORD1245152,CUS4015,B2C,Hohes C Orange,Juices,1.86,5,0.0,9.3,Rheinland-Pfalz,2023-09-29
ORD1007514,CUS6029,B2C,Rockstar,Soft Drinks,2.21,3,0.0,6.63,Rheinland-Pfalz,2021-04-13
ORD604978,CUS8012,B2C,Gerolsteiner,Water,1.01,11,0.0,11.11,Hessen,2021-07-19
ORD2677865,CUS5669,B2B,Beck's,Alcoholic Beverages,1.59,88,0.1,125.93,Bremen,2022-10-30
ORD2521143,CUS8020,B2B,San Pellegrino,Water,1.11,90,0.1,89.91,Thüringen,2022-08-12
ORD2327487,CUS3654,B2C,Chardonnay,Alcoholic Beverages,5.03,13,0.0,65.39,Mecklenburg-Vorpommern,2023-12-06
ORD1682252,CUS1087,B2C,Volvic Touch,Water,1.42,4,0.0,5.68,Nordrhein-Westfalen,2022-04-06
ORD2015911,CUS3940,B2C,Fritz-Kola,Soft Drinks,2.12,12,0.0,25.44,Schleswig-Holstein,2023-02-23
ORD819581,CUS7388,B2B,Rauch Multivitamin,Juices,1.72,43,0.05,70.26,Rheinland-Pfalz,2021-11-04
ORD1415333,CUS9032,B2C,Rauch Multivitamin,Juices,2.31,15,0.0,34.65,Hamburg,2021-08-05
ORD520217,CUS7845,B2C,Evian,Water,1.23,1,0.0,1.23,Rheinland-Pfalz,2021-01-29
ORD2909246,CUS3857,B2C,Riesling,Alcoholic Beverages,4.32,6,0.0,25.92,Brandenburg,2023-08-22
ORD1825740,CUS5589,B2C,Erdinger Weißbier,Alcoholic Beverages,2.24,14,0.0,31.36,Sachsen,2023-06-04
ORD1487883,CUS4396,B2C,Jack Daniels,Alcoholic Beverages,50.25,14,0.0,703.5,Niedersachsen,2022-09-09
ORD2331610,CUS7138,B2C,Club Mate,Soft Drinks,2.13,4,0.0,8.52,Niedersachsen,2021-07-27
ORD582089,CUS6915,B2B,Rauch Multivitamin,Juices,3.04,65,0.05,187.72,Berlin,2021-08-12
ORD1125598,CUS8458,B2C,Chardonnay,Alcoholic Beverages,4.88,2,0.0,9.76,Saarland,2022-07-05
ORD773839,CUS7704,B2B,Mezzo Mix,Soft Drinks,0.81,14,0.05,10.77,Sachsen,2022-12-31
ORD1828581,CUS7238,B2C,Beck's,Alcoholic Beverages,1.33,4,0.0,5.32,Bremen,2021-05-30
ORD1788963,CUS3021,B2C,Cranberry Juice,Juices,3.46,6,0.0,20.76,Saarland,2021-08-05
ORD1605637,CUS9827,B2C,Bacardi,Alcoholic Beverages,13.44,9,0.0,120.96,Rheinland-Pfalz,2021-07-28
ORD494473,CUS9740,B2B,Fritz-Kola,Soft Drinks,2.31,29,0.1,60.29,Brandenburg,2021-08-10
ORD2540338,CUS2644,B2C,Mango Juice,Juices,3.31,7,0.0,23.17,Mecklenburg-Vorpommern,2023-08-24
ORD634037,CUS685,B2B,Rotkäppchen Sekt,Alcoholic Beverages,5.15,5,0.05,24.46,Sachsen-Anhalt,2021-07-05
ORD814576,CUS2552,B2B,Chardonnay,Alcoholic Beverages,7.53,26,0.1,176.2,Bremen,2023-09-15
ORD2488555,CUS1930,B2B,Apollinaris,Water,1.67,90,0.1,135.27,Niedersachsen,2023-08-10
ORD343073,CUS7303,B2C,Granini Apple,Juices,1.64,14,0.0,22.96,Rheinland-Pfalz,2022-03-22
ORD2729973,CUS2526,B2C,Mezzo Mix,Soft Drinks,0.59,6,0.0,3.54,Bremen,2021-09-18
ORD518773,CUS3174,B2C,Tomato Juice,Juices,3.43,6,0.0,20.58,Schleswig-Holstein,2023-06-15
ORD2220895,CUS3928,B2C,Beck's,Alcoholic Beverages,1.51,12,0.0,18.12,Bremen,2022-08-08
ORD125939,CUS5558,B2B,Warsteiner,Alcoholic Beverages,1.0,59,0.05,56.05,Schleswig-Holstein,2021-12-03
ORD2794137,CUS6725,B2B,Coca-Cola,Soft Drinks,0.68,12,0.1,7.34,Bremen,2021-11-06
ORD1460072,CUS8857,B2C,Mountain Dew,Soft Drinks,0.99,3,0.0,2.97,Schleswig-Holstein,2023-10-02
ORD829878,CUS2473,B2B,Granini Apple,Juices,1.14,5,0.05,5.41,Sachsen,2023-06-12
ORD2934697,CUS6739,B2C,Red Bull,Soft Drinks,2.28,15,0.0,34.2,Rheinland-Pfalz,2022-11-06
ORD2777579,CUS6484,B2B,Passion Fruit Juice,Juices,2.55,15,0.05,36.34,Berlin,2022-01-20
ORD2692819,CUS4530,B2B,Beck's,Alcoholic Beverages,2.31,100,0.1,207.9,Niedersachsen,2023-04-30
ORD2283606,CUS4472,B2C,Veuve Clicquot,Alcoholic Beverages,109.19,11,0.0,1201.09,Hessen,2022-12-09
ORD2268961,CUS4431,B2B,Selters,Water,0.67,85,0.15,48.41,Hamburg,2023-08-26
ORD358122,CUS3942,B2C,Volvic,Water,0.57,8,0.0,4.56,Rheinland-Pfalz,2022-12-07
ORD996706,CUS2045,B2C,Tomato Juice,Juices,3.43,11,0.0,37.73,Brandenburg,2023-10-29
ORD1450164,CUS9332,B2B,Sprite,Soft Drinks,1.27,61,0.05,73.6,Mecklenburg-Vorpommern,2021-11-26
ORD1897722,CUS4548,B2C,Cranberry Juice,Juices,3.46,4,0.0,13.84,Bremen,2021-11-09
ORD2141519,CUS4294,B2C,Gerolsteiner,Water,1.07,11,0.0,11.77,Sachsen,2023-12-21
ORD2552237,CUS3849,B2B,Tomato Juice,Juices,2.95,95,0.1,252.22,Hessen,2023-11-06
ORD966913,CUS5534,B2C,Warsteiner,Alcoholic Beverages,1.02,5,0.0,5.1,Brandenburg,2021-01-22
ORD1467862,CUS1834,B2B,Fritz-Kola,Soft Drinks,3.24,79,0.1,230.36,Nordrhein-Westfalen,2022-01-11
ORD450096,CUS2199,B2C,Vio Wasser,Water,1.71,9,0.0,15.39,Hessen,2023-11-26
ORD1896969,CUS9006,B2C,Volvic,Water,0.55,11,0.0,6.05,Sachsen,2021-09-16
ORD806970,CUS5404,B2C,Evian,Water,1.26,6,0.0,7.56,Nordrhein-Westfalen,2022-04-07
ORD1710581,CUS8833,B2B,Moët & Chandon,Alcoholic Beverages,60.19,31,0.1,1679.3,Bremen,2022-08-14
ORD965844,CUS7156,B2C,Monster,Soft Drinks,3.12,12,0.0,37.44,Hamburg,2021-01-20
ORD1064647,CUS5006,B2B,Mezzo Mix,Soft Drinks,0.95,21,0.05,18.95,Thüringen,2022-11-21
ORD2023393,CUS2203,B2B,Sauvignon Blanc,Alcoholic Beverages,15.34,81,0.15,1056.16,Brandenburg,2022-10-06
ORD2803786,CUS5723,B2C,Selters,Water,0.47,14,0.0,6.58,Niedersachsen,2022-06-24
ORD1616680,CUS219,B2C,Veuve Clicquot,Alcoholic Beverages,112.46,5,0.0,562.3,Berlin,2023-06-12
ORD969362,CUS1190,B2B,Vio Wasser,Water,1.52,49,0.05,70.76,Berlin,2021-05-02
ORD1010191,CUS1012,B2B,Granini Apple,Juices,1.54,25,0.05,36.57,Bremen,2021-11-26
ORD1592987,CUS6356,B2C,Gerolsteiner,Water,1.01,5,0.0,5.05,Niedersachsen,2021-08-09
ORD1529775,CUS6948,B2B,Mango Juice,Juices,2.62,32,0.05,79.65,Rheinland-Pfalz,2021-04-22
ORD226314,CUS2488,B2B,Sauvignon Blanc,Alcoholic Beverages,12.56,75,0.15,800.7,Berlin,2021-02-06
ORD1444342,CUS6712,B2C,Krombacher,Alcoholic Beverages,1.54,15,0.0,23.1,Schleswig-Holstein,2021-05-18
ORD889083,CUS8131,B2B,Coca-Cola,Soft Drinks,1.02,91,0.1,83.54,Mecklenburg-Vorpommern,2021-04-22
ORD1117421,CUS54,B2C,Volvic,Water,0.57,7,0.0,3.99,Bremen,2022-01-19
ORD478553,CUS2584,B2B,Evian,Water,0.91,78,0.1,63.88,Rheinland-Pfalz,2023-12-12
ORD1652436,CUS6237,B2C,Pepsi,Soft Drinks,1.58,4,0.0,6.32,Berlin,2023-11-01
ORD1545324,CUS1988,B2C,Rockstar,Soft Drinks,2.34,2,0.0,4.68,Nordrhein-Westfalen,2023-12-28
ORD68436,CUS9370,B2B,Pepsi,Soft Drinks,1.45,34,0.15,41.9,Thüringen,2023-03-09
ORD2375579,CUS9798,B2C,Vio Wasser,Water,1.61,6,0.0,9.66,Thüringen,2021-08-20
ORD1094070,CUS2136,B2C,Erdinger Weißbier,Alcoholic Beverages,1.98,12,0.0,23.76,Saarland,2022-03-27
ORD103618,CUS841,B2C,Coca-Cola,Soft Drinks,1.07,5,0.0,5.35,Bremen,2022-01-20
ORD2003060,CUS9694,B2B,Mountain Dew,Soft Drinks,0.79,23,0.05,17.26,Nordrhein-Westfalen,2023-03-25
ORD19722,CUS9505,B2B,Apollinaris,Water,0.69,54,0.1,33.53,Rheinland-Pfalz,2022-06-04
ORD238556,CUS2853,B2C,Mango Juice,Juices,3.12,2,0.0,6.24,Baden-Württemberg,2021-05-04
ORD1615428,CUS4032,B2C,Rockstar,Soft Drinks,2.34,8,0.0,18.72,Hamburg,2023-08-22
ORD1908197,CUS9755,B2C,Hohes C Orange,Juices,1.8,3,0.0,5.4,Baden-Württemberg,2022-05-08
ORD119069,CUS5268,B2C,Mango Juice,Juices,3.31,3,0.0,9.93,Schleswig-Holstein,2023-04-10
ORD1548834,CUS3290,B2C,Tomato Juice,Juices,3.43,14,0.0,48.02,Brandenburg,2023-04-15
ORD2248411,CUS5746,B2C,Passion Fruit Juice,Juices,2.93,10,0.0,29.3,Nordrhein-Westfalen,2021-02-27
ORD2081848,CUS1339,B2C,San Pellegrino,Water,0.91,9,0.0,8.19,Mecklenburg-Vorpommern,2023-10-23
ORD77070,CUS1875,B2C,Volvic Touch,Water,1.42,5,0.0,7.1,Hessen,2022-01-03
ORD641814,CUS5964,B2C,Mountain Dew,Soft Drinks,0.93,3,0.0,2.79,Bayern,2021-01-15
ORD915759,CUS2818,B2C,Gerolsteiner,Water,1.01,4,0.0,4.04,Mecklenburg-Vorpommern,2021-04-14
ORD29179,CUS9079,B2C,Volvic,Water,0.55,7,0.0,3.85,Baden-Württemberg,2021-08-13
ORD117202,CUS1797,B2C,Volvic,Water,0.57,5,0.0,2.85,Bayern,2022-02-11
ORD2384149,CUS1988,B2C,Evian,Water,1.26,9,0.0,11.34,Nordrhein-Westfalen,2022-04-25
ORD2369152,CUS5768,B2C,Coca-Cola,Soft Drinks,1.04,2,0.0,2.08,Schleswig-Holstein,2021-04-30
ORD1470517,CUS8745,B2C,Vittel,Water,0.58,12,0.0,6.96,Schleswig-Holstein,2022-12-23
ORD2963441,CUS5999,B2B,Rauch Multivitamin,Juices,1.88,9,0.1,15.23,Schleswig-Holstein,2021-05-06
ORD1944394,CUS67,B2C,Volvic,Water,0.58,10,0.0,5.8,Sachsen-Anhalt,2023-07-29
ORD1867395,CUS614,B2C,Coca-Cola,Soft Drinks,1.18,7,0.0,8.26,Brandenburg,2022-08-28
ORD829965,CUS5735,B2B,Vittel,Water,0.81,59,0.15,40.62,Bremen,2022-10-03
ORD2249425,CUS2715,B2C,Mango Juice,Juices,3.21,11,0.0,35.31,Hessen,2022-01-02
ORD46830,CUS1069,B2C,San Pellegrino,Water,0.91,1,0.0,0.91,Rheinland-Pfalz,2023-09-13
ORD145220,CUS1449,B2C,Hohes C Orange,Juices,1.8,2,0.0,3.6,Hessen,2022-02-17
ORD220968,CUS4744,B2C,Mango Juice,Juices,3.31,7,0.0,23.17,Thüringen,2023-07-19
ORD163890,CUS4201,B2C,Mango Juice,Juices,3.31,2,0.0,6.62,Sachsen,2023-08-07
ORD2393428,CUS6158,B2C,Hohes C Orange,Juices,1.86,4,0.0,7.44,Rheinland-Pfalz,2023-12-09
ORD1180751,CUS9233,B2B,Granini Apple,Juices,1.3,42,0.05,51.87,Niedersachsen,2022-05-16
ORD1400133,CUS1876,B2C,Tomato Juice,Juices,3.23,13,0.0,41.99,Sachsen-Anhalt,2021-05-17
ORD839576,CUS191,B2C,Club Mate,Soft Drinks,2.26,2,0.0,4.52,Nordrhein-Westfalen,2023-07-16
ORD929964,CUS3427,B2B,Gerolsteiner,Water,0.54,69,0.1,33.53,Rheinland-Pfalz,2023-07-13
ORD294860,CUS2063,B2B,Passion Fruit Juice,Juices,2.76,21,0.05,55.06,Saarland,2023-05-29
ORD1168945,CUS4111,B2C,Sauvignon Blanc,Alcoholic Beverages,9.09,2,0.0,18.18,Brandenburg,2023-09-20
ORD1201391,CUS3250,B2B,Schwip Schwap,Soft Drinks,0.56,24,0.05,12.77,Bayern,2022-09-23
ORD2718450,CUS5490,B2C,Mountain Dew,Soft Drinks,0.96,5,0.0,4.8,Thüringen,2022-11-29
ORD960940,CUS6076,B2B,Sprite,Soft Drinks,0.59,74,0.1,39.29,Thüringen,2023-07-16
ORD1504218,CUS6743,B2C,Passion Fruit Juice,Juices,3.11,6,0.0,18.66,Sachsen,2023-06-09
ORD2766264,CUS5762,B2B,Apollinaris,Water,1.32,83,0.15,93.13,Hamburg,2022-02-27
ORD1827148,CUS5388,B2C,Mezzo Mix,Soft Drinks,0.61,13,0.0,7.93,Baden-Württemberg,2022-01-18
ORD2442129,CUS9006,B2C,Monster,Soft Drinks,3.21,1,0.0,3.21,Sachsen,2022-10-31
ORD928075,CUS6637,B2B,Volvic,Water,0.86,75,0.15,54.82,Niedersachsen,2022-03-07
ORD276437,CUS6981,B2C,Mango Juice,Juices,3.12,3,0.0,9.36,Hessen,2021-09-16
ORD2340539,CUS6219,B2C,Granini Apple,Juices,1.59,11,0.0,17.49,Sachsen,2021-11-04
ORD419138,CUS9847,B2B,San Pellegrino,Water,0.99,41,0.05,38.56,Sachsen,2022-05-10
ORD1767220,CUS4760,B2B,Selters,Water,1.64,15,0.05,23.37,Nordrhein-Westfalen,2023-08-19
ORD29222,CUS100,B2C,Fanta,Soft Drinks,1.19,3,0.0,3.57,Bayern,2022-09-23
ORD2198777,CUS1033,B2C,Gerolsteiner,Water,1.04,14,0.0,14.56,Rheinland-Pfalz,2022-07-09
ORD2317545,CUS3003,B2B,Kölsch,Alcoholic Beverages,0.89,1,0.05,0.85,Nordrhein-Westfalen,2022-07-26
ORD1363555,CUS2005,B2C,Johnnie Walker,Alcoholic Beverages,36.59,4,0.0,146.36,Mecklenburg-Vorpommern,2022-10-16
ORD1853373,CUS5422,B2C,Havana Club,Alcoholic Beverages,12.58,8,0.0,100.64,Brandenburg,2021-04-15
ORD2406905,CUS2112,B2B,Hohes C Orange,Juices,1.63,75,0.1,110.02,Brandenburg,2023-07-27
ORD1001526,CUS3636,B2C,Club Mate,Soft Drinks,2.13,8,0.0,17.04,Mecklenburg-Vorpommern,2021-03-30
ORD293558,CUS8019,B2C,Mango Juice,Juices,3.31,7,0.0,23.17,Baden-Württemberg,2023-06-15
ORD2027770,CUS5598,B2C,Red Bull,Soft Drinks,2.22,2,0.0,4.44,Bayern,2021-10-04
ORD2206690,CUS4429,B2C,Krombacher,Alcoholic Beverages,1.54,11,0.0,16.94,Rheinland-Pfalz,2021-04-29
ORD1720267,CUS7842,B2B,Havana Club,Alcoholic Beverages,31.07,100,0.1,2796.3,Bayern,2023-02-01
ORD2246692,CUS3915,B2B,Passion Fruit Juice,Juices,3.25,89,0.1,260.32,Bremen,2022-06-09
ORD1726888,CUS983,B2B,Beck's,Alcoholic Beverages,2.45,89,0.1,196.24,Hamburg,2022-06-27
ORD1295068,CUS7514,B2B,Red Bull,Soft Drinks,3.17,94,0.1,268.18,Mecklenburg-Vorpommern,2022-06-12
ORD1113886,CUS4560,B2C,Monster,Soft Drinks,3.12,14,0.0,43.68,Niedersachsen,2021-10-16
ORD1949219,CUS55,B2B,Schwip Schwap,Soft Drinks,1.09,38,0.1,37.28,Nordrhein-Westfalen,2022-11-05
ORD2310449,CUS6363,B2C,Rauch Multivitamin,Juices,2.38,10,0.0,23.8,Bremen,2022-02-22
ORD580229,CUS7468,B2C,Mezzo Mix,Soft Drinks,0.59,3,0.0,1.77,Mecklenburg-Vorpommern,2021-01-04
ORD875388,CUS7067,B2C,Tomato Juice,Juices,3.43,8,0.0,27.44,Hamburg,2023-12-16
ORD728008,CUS4834,B2B,Selters,Water,0.66,15,0.1,8.91,Schleswig-Holstein,2021-07-05
ORD2966372,CUS4507,B2B,Club Mate,Soft Drinks,1.94,59,0.05,108.74,Nordrhein-Westfalen,2023-10-01
ORD2867542,CUS3539,B2C,Chardonnay,Alcoholic Beverages,4.88,6,0.0,29.28,Brandenburg,2022-02-17
ORD471489,CUS2943,B2C,Sprite,Soft Drinks,0.55,1,0.0,0.55,Niedersachsen,2022-01-05
ORD2040138,CUS2707,B2B,Selters,Water,0.56,13,0.1,6.55,Schleswig-Holstein,2022-12-29
ORD130813,CUS4550,B2B,Selters,Water,1.51,58,0.1,78.82,Baden-Württemberg,2022-02-02
ORD1185767,CUS9372,B2C,Passion Fruit Juice,Juices,2.93,11,0.0,32.23,Nordrhein-Westfalen,2021-01-15
ORD2343349,CUS5891,B2C,Bacardi,Alcoholic Beverages,13.84,8,0.0,110.72,Saarland,2022-02-20
ORD2838827,CUS4674,B2B,Tomato Juice,Juices,2.43,90,0.1,196.83,Niedersachsen,2021-08-27
ORD235520,CUS4793,B2B,Passion Fruit Juice,Juices,2.57,16,0.05,39.06,Sachsen,2022-09-15
ORD464025,CUS5284,B2C,Jever,Alcoholic Beverages,1.99,10,0.0,19.9,Nordrhein-Westfalen,2023-07-24
ORD171129,CUS9980,B2C,Jack Daniels,Alcoholic Beverages,51.76,15,0.0,776.4,Bremen,2023-03-08
ORD1970805,CUS1663,B2B,Volvic Touch,Water,1.45,55,0.05,75.76,Schleswig-Holstein,2023-05-16
ORD955463,CUS2481,B2C,Selters,Water,0.46,12,0.0,5.52,Hamburg,2021-01-27
ORD19598,CUS8191,B2C,Cranberry Juice,Juices,3.46,3,0.0,10.38,Niedersachsen,2021-07-26
ORD1284416,CUS9199,B2B,Hohes C Orange,Juices,1.14,17,0.05,18.41,Baden-Württemberg,2022-04-23
ORD1747491,CUS8615,B2B,Fanta,Soft Drinks,0.9,5,0.05,4.27,Rheinland-Pfalz,2022-07-29
ORD544725,CUS2017,B2C,Warsteiner,Alcoholic Beverages,1.05,5,0.0,5.25,Mecklenburg-Vorpommern,2022-04-02
ORD2849697,CUS2002,B2B,Vittel,Water,0.37,18,0.05,6.33,Sachsen,2021-01-29
ORD2594914,CUS3565,B2B,Hohes C Orange,Juices,1.12,29,0.05,30.86,Brandenburg,2021-07-31
ORD959606,CUS1282,B2B,Rotkäppchen Sekt,Alcoholic Beverages,10.65,9,0.05,91.06,Sachsen,2023-08-15
ORD773694,CUS3888,B2C,Vittel,Water,0.64,5,0.0,3.2,Rheinland-Pfalz,2022-06-13
ORD1557543,CUS8929,B2C,Pepsi,Soft Drinks,1.68,12,0.0,20.16,Brandenburg,2022-07-07
ORD1146326,CUS7439,B2C,Apollinaris,Water,0.96,1,0.0,0.96,Sachsen,2022-08-03
ORD2391,CUS4416,B2C,Augustiner,Alcoholic Beverages,1.16,6,0.0,6.96,Sachsen,2023-01-28
ORD1970156,CUS6063,B2C,Rotkäppchen Sekt,Alcoholic Beverages,8.29,10,0.0,82.9,Brandenburg,2022-03-08
ORD903814,CUS3044,B2C,Cranberry Juice,Juices,3.67,4,0.0,14.68,Bayern,2023-02-18
ORD2223331,CUS8252,B2C,Club Mate,Soft Drinks,2.13,9,0.0,19.17,Hessen,2021-01-05
ORD2855068,CUS4399,B2C,Monster,Soft Drinks,3.31,4,0.0,13.24,Brandenburg,2023-06-20
ORD2489889,CUS2551,B2B,Evian,Water,1.02,39,0.05,37.79,Sachsen-Anhalt,2021-02-20
ORD2363260,CUS7786,B2C,Kölsch,Alcoholic Beverages,0.99,10,0.0,9.9,Hamburg,2023-01-22
ORD588213,CUS4548,B2C,Coca-Cola,Soft Drinks,1.07,9,0.0,9.63,Bremen,2022-01-03
ORD2236087,CUS8788,B2C,Hohes C Orange,Juices,1.75,13,0.0,22.75,Brandenburg,2021-01-15
ORD1967378,CUS3337,B2C,Monster,Soft Drinks,3.21,13,0.0,41.73,Thüringen,2022-09-12
ORD2786777,CUS5781,B2C,Mango Juice,Juices,3.31,1,0.0,3.31,Rheinland-Pfalz,2023-10-21
ORD2098558,CUS3718,B2B,Red Bull,Soft Drinks,3.12,76,0.1,213.41,Bayern,2021-06-27
ORD2914931,CUS9449,B2B,Mango Juice,Juices,2.61,1,0.05,2.48,Mecklenburg-Vorpommern,2022-07-18
ORD2011284,CUS6213,B2C,Rotkäppchen Sekt,Alcoholic Beverages,8.05,15,0.0,120.75,Hamburg,2021-12-24
ORD231755,CUS4224,B2B,Riesling,Alcoholic Beverages,5.41,13,0.05,66.81,Baden-Württemberg,2022-03-06
ORD896087,CUS541,B2C,Monster,Soft Drinks,3.31,11,0.0,36.41,Bremen,2023-04-23
